[0|50|806|21.3|22.4|1025.5|0021|2010|0001|1|1|0|0|0|0|0|2045|1|1|1|1|1|0|0|0|0|0|0]
[1|50|809|21.3|22.4|1025.7|1|1|1|1|1|0|0|0|0|0|2011|1|1|1|1|1|0|0|0|0|0|234]
[1|50|806|21.3|22.4|1025.5|1|1|1|1|1|0|0|0|0|0|2045|1|1|1|1|1|0|0|0|0|0|0]
[1|50|806|21.3|22.4|1025.5|1|1|1|1|1|0|0|0|0|0|2045|1|1|1|1|1|0|0|0|0|0|0]
[1|50|806|21.3|22.4|1025.5|1|1|1|1|1|0|0|0|0|0|2045|1|1|1|1|1|0|0|0|0|0|0]
[1|50|806|21.3|22.4|1025.5|1|1|1|1|1|0|0|0|0|0|2045|1|1|1|1|1|0|0|0|0|0|0]
[1|50|806|21.3|22.4|1025.5|1|1|1|1|1|0|0|0|0|0|2045|1|1|1|1|1|0|0|0|0|0|0]
[1|50|806|21.3|22.4|1025.5|1|1|1|1|1|0|0|0|0|0|2045|1|1|1|1|1|0|0|0|0|0|0]
[1|50|806|21.3|22.4|1025.5|1|1|1|1|1|0|0|0|0|0|2045|1|1|1|1|1|0|0|0|0|0|0]
[1|50|806|21.3|22.4|1025.5|1|1|1|1|1|0|0|0|0|0|2045|1|1|1|1|1|0|0|0|0|0|0]
